date,position,source_timestamp,physical_interval,official_label,plan_00_grid_kwh,final_adjusted_grid_kwh,adjustment_kwh,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,curtail_pv_kwh,planned_unused_nonpv_kwh,forecast_load_kwh,forecast_pv_kwh,actual_load_kwh,actual_pv_kwh,forecast_price,settlement_price,emergency_kwh,unused_surplus_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,final_relative_cost_yuan,sequential_cost_yuan,decision_hour,history_cutoff_date,model_arm,scenario
2025-01-01,11,01:50,01:40-01:50,1:50-2:00,582.5140166666666,582.5140166666666,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,582.5140166666666,0.0,582.5140166666666,0.0,0.4333,0.4333,0.0,0.0,252.40332342166667,0.0,0.0,252.40332342166667,252.40332342166667,0,,deterministic_q1,Q1
2025-01-01,12,02:00,01:50-02:00,2:00-2:10,583.0740499999999,583.0740499999999,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,583.0740499999999,0.0,583.0740499999999,0.0,0.4311,0.4311,0.0,0.0,251.36322295499997,0.0,0.0,251.36322295499997,251.36322295499997,0,,deterministic_q1,Q1
2025-01-01,13,02:10,02:00-02:10,2:10-2:20,584.2049166666666,584.2049166666666,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,584.2049166666666,0.0,584.2049166666666,0.0,0.4293,0.4293,0.0,0.0,250.79917072499998,0.0,0.0,250.79917072499998,250.79917072499998,0,,deterministic_q1,Q1
2025-01-01,14,02:20,02:10-02:20,2:20-2:30,585.4397833333333,585.4397833333333,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,585.4397833333333,0.0,585.4397833333333,0.0,0.4324,0.4324,0.0,0.0,253.1441623133333,0.0,0.0,253.1441623133333,253.1441623133333,0,,deterministic_q1,Q1
2025-01-01,15,02:30,02:20-02:30,2:30-2:40,586.1447499999999,586.1447499999999,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,586.1447499999999,0.0,586.1447499999999,0.0,0.4367,0.4367,0.0,0.0,255.96941232499995,0.0,0.0,255.96941232499995,255.96941232499995,0,,deterministic_q1,Q1
2025-01-01,16,02:40,02:30-02:40,2:40-2:50,586.3207666666666,586.3207666666666,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,586.3207666666666,0.0,586.3207666666666,0.0,0.4348,0.4348,0.0,0.0,254.93226934666666,0.0,0.0,254.93226934666666,254.93226934666666,0,,deterministic_q1,Q1
2025-01-01,17,02:50,02:40-02:50,2:50-3:00,586.4253,586.4253,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,586.4253,0.0,586.4253,0.0,0.4335,0.4335,0.0,0.0,254.21536755,0.0,0.0,254.21536755,254.21536755,0,,deterministic_q1,Q1
2025-01-01,18,03:00,02:50-03:00,3:00-3:10,586.8496,586.8496,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,586.8496,0.0,586.8496,0.0,0.4357,0.4357,0.0,0.0,255.69037072,0.0,0.0,255.69037072,255.69037072,0,,deterministic_q1,Q1
2025-01-01,19,03:10,03:00-03:10,3:10-3:20,587.8210166666667,587.8210166666667,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,587.8210166666667,0.0,587.8210166666667,0.0,0.4374,0.4374,0.0,0.0,257.11291269,0.0,0.0,257.11291269,257.11291269,0,,deterministic_q1,Q1
2025-01-01,20,03:20,03:10-03:20,3:20-3:30,589.5475666666666,589.5475666666666,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,589.5475666666666,0.0,589.5475666666666,0.0,0.4371,0.4371,0.0,0.0,257.69124138999996,0.0,0.0,257.69124138999996,257.69124138999996,0,,deterministic_q1,Q1
2025-01-01,21,03:30,03:20-03:30,3:30-3:40,590.8134666666666,590.8134666666666,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,590.8134666666666,0.0,590.8134666666666,0.0,0.4356,0.4356,0.0,0.0,257.35834608,0.0,0.0,257.35834608,257.35834608,0,,deterministic_q1,Q1
2025-01-01,22,03:40,03:30-03:40,3:40-3:50,590.2131166666666,590.2131166666666,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,590.2131166666666,0.0,590.2131166666666,0.0,0.4353,0.4353,0.0,0.0,256.91976968499995,0.0,0.0,256.91976968499995,256.91976968499995,0,,deterministic_q1,Q1
2025-01-01,23,03:50,03:40-03:50,3:50-4:00,591.0662666666666,591.0662666666666,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,591.0662666666666,0.0,591.0662666666666,0.0,0.436,0.436,0.0,0.0,257.70489226666666,0.0,0.0,257.70489226666666,257.70489226666666,0,,deterministic_q1,Q1
2025-01-01,24,04:00,03:50-04:00,4:00-4:10,593.3678333333332,593.3678333333332,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,593.3678333333332,0.0,593.3678333333332,0.0,0.4378,0.4378,0.0,0.0,259.7764374333333,0.0,0.0,259.7764374333333,259.7764374333333,0,,deterministic_q1,Q1
2025-01-01,25,04:10,04:00-04:10,4:10-4:20,593.6596833333333,593.6596833333333,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,593.6596833333333,0.0,593.6596833333333,0.0,0.4401,0.4401,0.0,0.0,261.269626635,0.0,0.0,261.269626635,261.269626635,0,,deterministic_q1,Q1
2025-01-01,26,04:20,04:10-04:20,4:20-4:30,592.7863833333333,592.7863833333333,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,592.7863833333333,0.0,592.7863833333333,0.0,0.4389,0.4389,0.0,0.0,260.173943645,0.0,0.0,260.173943645,260.173943645,0,,deterministic_q1,Q1
2025-01-01,27,04:30,04:20-04:30,4:30-4:40,593.3378666666666,593.3378666666666,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,593.3378666666666,0.0,593.3378666666666,0.0,0.4364,0.4364,0.0,0.0,258.93264501333334,0.0,0.0,258.93264501333334,258.93264501333334,0,,deterministic_q1,Q1
2025-01-01,28,04:40,04:30-04:40,4:40-4:50,596.6757666666666,596.6757666666666,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,596.7756666666667,0.0999,596.7756666666667,0.0999,0.4393,0.4393,0.0,0.0,262.11966429666666,0.0,0.0,262.11966429666666,262.11966429666666,0,,deterministic_q1,Q1
2025-01-01,29,04:50,04:40-04:50,4:50-5:00,597.78025,597.78025,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,597.8193333333334,0.03908333333333333,597.8193333333334,0.03908333333333333,0.4422,0.4422,0.0,0.0,264.33842655,0.0,0.0,264.33842655,264.33842655,0,,deterministic_q1,Q1
2025-01-01,30,05:00,04:50-05:00,5:00-5:10,595.1624999999999,595.1624999999999,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,595.2105833333333,0.048083333333333325,595.2105833333333,0.048083333333333325,0.4395,0.4395,0.0,0.0,261.57391874999996,0.0,0.0,261.57391874999996,261.57391874999996,0,,deterministic_q1,Q1
2025-01-01,31,05:10,05:00-05:10,5:10-5:20,590.6065,590.6065,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,593.7195166666667,3.1130166666666668,593.7195166666667,3.1130166666666668,0.4333,0.4333,0.0,0.0,255.90979645000002,0.0,0.0,255.90979645000002,255.90979645000002,0,,deterministic_q1,Q1
2025-01-01,32,05:20,05:10-05:20,5:20-5:30,589.4851833333333,589.4851833333333,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,598.5634833333334,9.078299999999999,598.5634833333334,9.078299999999999,0.4439,0.4439,0.0,0.0,261.6724728816667,0.0,0.0,261.6724728816667,261.6724728816667,0,,deterministic_q1,Q1
2025-01-01,33,05:30,05:20-05:30,5:30-5:40,578.4554499999999,578.4554499999999,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,596.6174166666666,18.161966666666665,596.6174166666666,18.161966666666665,0.4301,0.4301,0.0,0.0,248.79368904499995,0.0,0.0,248.79368904499995,248.79368904499995,0,,deterministic_q1,Q1
2025-01-01,34,05:40,05:30-05:40,5:40-5:50,1383.6597833333333,1383.6597833333333,0.0,833.3333333333333,0.0,10050.0,10800.0,0.0,0.0,581.0198333333333,30.693383333333333,581.0198333333333,30.693383333333333,0.3713,0.3713,0.0,0.0,513.7528775516666,0.0,0.0,513.7528775516666,513.7528775516666,0,,deterministic_q1,Q1
2025-01-01,35,05:50,05:40-05:50,5:50-6:00,591.1401999999999,591.1401999999999,0.0,0.0,0.0,10800.0,10800.0,0.0,0.0,637.3165666666666,46.17636666666667,637.3165666666666,46.17636666666667,0.5708,0.5708,0.0,0.0,337.42282615999994,0.0,0.0,337.42282615999994,337.42282615999994,0,,deterministic_q1,Q1
2025-01-01,36,06:00,05:50-06:00,6:00-6:10,0.0,0.0,0.0,0.0,668.2538833333332,10800.0,10057.495685185186,0.0,0.0,733.0121166666665,64.75823333333332,733.0121166666665,64.75823333333332,0.9099,0.9099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,37,06:10,06:00-06:10,6:10-6:20,0.0,0.0,0.0,0.0,655.4553333333333,10057.495685185186,9329.211981481481,0.0,0.0,742.3353833333333,86.88005,742.3353833333333,86.88005,0.9368,0.9368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,38,06:20,06:10-06:20,6:20-6:30,0.0,0.0,0.0,0.0,616.5040333333334,9329.211981481481,8644.2075,0.0,0.0,728.6319833333333,112.12795,728.6319833333333,112.12795,0.8758,0.8758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,39,06:30,06:20-06:30,6:30-6:40,0.0,0.0,0.0,0.0,591.4544833333334,8644.2075,7987.035851851852,0.0,0.0,732.1588333333334,140.70434999999998,732.1588333333334,140.70434999999998,0.8759,0.8759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,40,06:40,06:30-06:40,6:40-6:50,0.0,0.0,0.0,0.0,557.4868666666666,7987.035851851852,7367.606000000001,0.0,0.0,730.7659333333332,173.27906666666667,730.7659333333332,173.27906666666667,0.8601,0.8601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,41,06:50,06:40-06:50,6:50-7:00,0.0,0.0,0.0,0.0,529.2397,7367.606000000001,6779.561888888889,0.0,0.0,739.1292833333333,209.88958333333335,739.1292833333333,209.88958333333335,0.8442,0.8442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,42,07:00,06:50-07:00,7:0-7:10,0.0,0.0,0.0,0.0,502.4707166666667,6779.561888888889,6221.261092592593,0.0,0.0,753.90935,251.43863333333334,753.90935,251.43863333333334,0.8334,0.8334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,43,07:10,07:00-07:10,7:10-7:20,0.0,0.0,0.0,0.0,455.4435666666667,6221.261092592593,5715.212685185185,0.0,0.0,754.0120166666667,298.56845,754.0120166666667,298.56845,0.8092,0.8092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,44,07:20,07:10-07:20,7:20-7:30,0.0,0.0,0.0,0.0,410.0667,5715.212685185185,5259.583018518519,0.0,0.0,757.6477833333333,347.5810833333333,757.6477833333333,347.5810833333333,0.7972,0.7972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,45,07:30,07:20-07:30,7:30-7:40,0.0,0.0,0.0,0.0,356.99678333333327,5259.583018518519,4862.919925925926,0.0,0.0,753.8736333333333,396.87685,753.8736333333333,396.87685,0.7644,0.7644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,46,07:40,07:30-07:40,7:40-7:50,0.0,0.0,0.0,0.0,283.36356666666666,4862.919925925926,4548.071518518518,0.0,0.0,730.5594333333333,447.1958666666667,730.5594333333333,447.1958666666667,0.6899,0.6899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,47,07:50,07:40-07:50,7:50-8:00,0.0,0.0,0.0,0.0,320.68411666666657,4548.071518518518,4191.755833333333,0.0,0.0,818.4099833333332,497.72586666666666,818.4099833333332,497.72586666666666,0.86,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,48,08:00,07:50-08:00,8:00-8:10,0.0,0.0,0.0,0.0,418.42144999999994,4191.755833333333,3726.8431111111104,0.0,0.0,966.6221166666666,548.2006666666666,966.6221166666666,548.2006666666666,1.1617,1.1617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,49,08:10,08:00-08:10,8:10-8:20,0.0,0.0,0.0,0.0,381.91078333333326,3726.8431111111104,3302.4977962962957,0.0,0.0,980.8043333333333,598.89355,980.8043333333333,598.89355,1.1683,1.1683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,50,08:20,08:10-08:20,8:20-8:30,0.0,0.0,0.0,0.0,309.55634999999995,3302.4977962962957,2958.5462962962956,0.0,0.0,958.0118833333332,648.4555333333333,958.0118833333332,648.4555333333333,1.0956,1.0956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,51,08:30,08:20-08:30,8:30-8:40,0.0,0.0,0.0,0.0,264.61940000000004,2958.5462962962956,2664.52474074074,0.0,0.0,961.5096833333333,696.8902833333333,961.5096833333333,696.8902833333333,1.0849,1.0849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,52,08:40,08:30-08:40,8:40-8:50,0.0,0.0,0.0,0.0,213.74080000000004,2664.52474074074,2427.0349629629623,0.0,0.0,959.0350833333333,745.2942833333333,959.0350833333333,745.2942833333333,1.061,1.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,53,08:50,08:40-08:50,8:50-9:00,0.0,0.0,0.0,0.0,178.55891666666673,2427.0349629629623,2228.6361666666658,0.0,0.0,970.6967833333333,792.1378666666666,970.6967833333333,792.1378666666666,1.043,1.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,54,09:00,08:50-09:00,9:00-9:10,0.0,0.0,0.0,0.0,155.39211666666677,2228.6361666666658,2055.9782592592583,0.0,0.0,992.3766833333334,836.9845666666666,992.3766833333334,836.9845666666666,1.036,1.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,55,09:10,09:00-09:10,9:10-9:20,0.0,0.0,0.0,0.0,112.25950000000012,2055.9782592592583,1931.2454814814803,0.0,0.0,993.1616,880.9020999999999,993.1616,880.9020999999999,1.0147,1.0147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,56,09:20,09:10-09:20,9:20-9:30,0.0,0.0,0.0,0.0,64.3968666666666,1931.2454814814803,1859.6934074074063,0.0,0.0,988.2592333333333,923.8623666666667,988.2592333333333,923.8623666666667,0.9922,0.9922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,57,09:30,09:20-09:30,9:30-9:40,0.0,0.0,0.0,0.0,22.56224999999995,1859.6934074074063,1834.6242407407397,0.0,0.0,987.2971333333332,964.7348833333333,987.2971333333332,964.7348833333333,0.97,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,58,09:40,09:30-09:40,9:40-9:50,0.0,0.0,0.0,17.42406666666659,0.0,1834.6242407407397,1850.3059007407396,0.0,0.0,984.5976666666667,1002.0217333333333,984.5976666666667,1002.0217333333333,0.9422,0.9422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,59,09:50,09:40-09:50,9:50-10:00,0.0,0.0,0.0,52.83776666666654,0.0,1850.3059007407396,1897.8598907407395,0.0,0.0,983.1877,1036.0254666666665,983.1877,1036.0254666666665,0.9569,0.9569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,60,10:00,09:50-10:00,10:00-10:10,0.0,0.0,0.0,84.56241666666666,0.0,1897.8598907407395,1973.9660657407394,0.0,0.0,983.7032666666667,1068.2656833333333,983.7032666666667,1068.2656833333333,0.9977,0.9977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,61,10:10,10:00-10:10,10:10-10:20,0.0,0.0,0.0,116.9835833333334,0.0,1973.9660657407394,2079.2512907407395,0.0,0.0,982.9132166666666,1099.8968,982.9132166666666,1099.8968,0.9919,0.9919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,62,10:20,10:10-10:20,10:20-10:30,0.0,0.0,0.0,146.66060000000007,0.0,2079.2512907407395,2211.2458307407396,0.0,0.0,981.1261333333333,1127.7867333333334,981.1261333333333,1127.7867333333334,0.9588,0.9588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,63,10:30,10:20-10:30,10:30-10:40,0.0,0.0,0.0,173.52024999999992,0.0,2211.2458307407396,2367.4140557407395,0.0,0.0,978.9118,1152.43205,978.9118,1152.43205,0.9549,0.9549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,64,10:40,10:30-10:40,10:40-10:50,0.0,0.0,0.0,201.02908333333323,0.0,2367.4140557407395,2548.3402307407396,0.0,0.0,976.3384666666667,1177.36755,976.3384666666667,1177.36755,0.9839,0.9839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,65,10:50,10:40-10:50,10:50-11:00,0.0,0.0,0.0,225.40611666666655,0.0,2548.3402307407396,2751.2057357407393,0.0,0.0,974.1658,1199.5719166666665,974.1658,1199.5719166666665,0.799,0.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,66,11:00,10:50-11:00,11:00-11:10,0.0,0.0,0.0,244.00925000000007,0.0,2751.2057357407393,2970.8140607407395,0.0,0.0,973.1764499999999,1217.1857,973.1764499999999,1217.1857,0.5025,0.5025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,67,11:10,11:00-11:10,11:10-11:20,575.1709166666666,575.1709166666666,0.0,833.3333333333333,0.0,2970.8140607407395,3720.8140607407395,0.0,0.0,973.1183833333332,1231.2808,973.1183833333332,1231.2808,0.4662,0.4662,0.0,0.0,268.14468135,0.0,0.0,268.14468135,268.14468135,0,,deterministic_q1,Q1
2025-01-01,68,11:20,11:10-11:20,11:20-11:30,0.0,0.0,0.0,272.6315333333332,0.0,3720.8140607407395,3966.1824407407394,0.0,0.0,970.5729666666666,1243.2044999999998,970.5729666666666,1243.2044999999998,0.5007,0.5007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,69,11:30,11:20-11:30,11:30-11:40,0.0,0.0,0.0,284.3209833333333,0.0,3966.1824407407394,4222.07132574074,0.0,0.0,969.1322,1253.4531833333333,969.1322,1253.4531833333333,0.4827,0.4827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,70,11:40,11:30-11:40,11:40-11:50,179.2771713991827,179.2771713991827,0.0,468.5786380658495,0.0,4222.07132574074,4643.792100000004,0.0,0.0,972.06585,1261.3673166666667,972.06585,1261.3673166666667,0.4785,0.4785,0.0,0.0,85.78412651450891,0.0,0.0,85.78412651450891,85.78412651450891,0,,deterministic_q1,Q1
2025-01-01,71,11:50,11:40-11:50,11:50-12:00,520.1245166666666,520.1245166666666,0.0,833.3333333333333,0.0,4643.792100000004,5393.792100000004,0.0,0.0,952.1501666666666,1265.3589833333333,952.1501666666666,1265.3589833333333,0.4662,0.4662,0.0,0.0,242.48204966999998,0.0,0.0,242.48204966999998,242.48204966999998,0,,deterministic_q1,Q1
2025-01-01,72,12:00,11:50-12:00,12:00-12:10,486.40290000000005,486.40290000000005,0.0,833.3333333333333,0.0,5393.792100000004,6143.792100000004,0.0,0.0,919.9101166666666,1266.84055,919.9101166666666,1266.84055,0.4432,0.4432,0.0,0.0,215.57376528,0.0,0.0,215.57376528,215.57376528,0,,deterministic_q1,Q1
2025-01-01,73,12:10,12:00-12:10,12:10-12:20,480.41245000000004,480.41245000000004,0.0,833.3333333333333,0.0,6143.792100000004,6893.792100000004,0.0,0.0,915.7984499999999,1268.7193333333332,915.7984499999999,1268.7193333333332,0.4411,0.4411,0.0,0.0,211.909931695,0.0,0.0,211.909931695,211.909931695,0,,deterministic_q1,Q1
2025-01-01,74,12:20,12:10-12:20,12:20-12:30,485.30000000000007,485.30000000000007,0.0,833.3333333333333,0.0,6893.792100000004,7643.792100000004,0.0,0.0,919.0754,1267.1087333333332,919.0754,1267.1087333333332,0.4551,0.4551,0.0,0.0,220.86003000000002,0.0,0.0,220.86003000000002,220.86003000000002,0,,deterministic_q1,Q1
2025-01-01,75,12:30,12:20-12:30,12:30-12:40,488.6069666666667,488.6069666666667,0.0,833.3333333333333,0.0,7643.792100000004,8393.792100000004,0.0,0.0,914.3048333333332,1259.0312,914.3048333333332,1259.0312,0.4463,0.4463,0.0,0.0,218.06528922333334,0.0,0.0,218.06528922333334,218.06528922333334,0,,deterministic_q1,Q1
2025-01-01,76,12:40,12:30-12:40,12:40-12:50,498.2707333333333,498.2707333333333,0.0,833.3333333333333,0.0,8393.792100000004,9143.792100000004,0.0,0.0,910.3937999999999,1245.4564,910.3937999999999,1245.4564,0.4113,0.4113,0.0,0.0,204.93875261999997,0.0,0.0,204.93875261999997,204.93875261999997,0,,deterministic_q1,Q1
2025-01-01,77,12:50,12:40-12:50,12:50-13:00,0.0,0.0,0.0,304.5517666666665,0.0,9143.792100000004,9417.888690000003,0.0,0.0,927.6844333333333,1232.2361999999998,927.6844333333333,1232.2361999999998,0.5682,0.5682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,78,13:00,12:50-13:00,13:00-13:10,0.0,0.0,0.0,264.5071833333334,0.0,9417.888690000003,9655.945155000003,0.0,0.0,954.2924666666665,1218.79965,954.2924666666665,1218.79965,0.8279,0.8279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,79,13:10,13:00-13:10,13:10-13:20,0.0,0.0,0.0,242.50754999999992,0.0,9655.945155000003,9874.201950000002,0.0,0.0,956.5826166666667,1199.0901666666666,956.5826166666667,1199.0901666666666,0.8636,0.8636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,80,13:20,13:10-13:20,13:20-13:30,0.0,0.0,0.0,223.07558333333316,0.0,9874.201950000002,10074.969975000002,0.0,0.0,952.4472666666667,1175.5228499999998,952.4472666666667,1175.5228499999998,0.8416,0.8416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,81,13:30,13:20-13:30,13:30-13:40,0.0,0.0,0.0,198.75931666666656,0.0,10074.969975000002,10253.853360000001,0.0,0.0,952.9750833333333,1151.7343999999998,952.9750833333333,1151.7343999999998,0.8618,0.8618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
2025-01-01,82,13:40,13:30-13:40,13:40-13:50,0.0,0.0,0.0,177.3598166666668,0.0,10253.853360000001,10413.477195000001,0.0,0.0,951.3747666666666,1128.7345833333334,951.3747666666666,1128.7345833333334,0.8623,0.8623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,deterministic_q1,Q1
